Password No., Original Entropy, Bcrypt Entropy, Argon2 Entropy
697, 3.4594, 5.2025, 5.4323
698, 3.3219, 5.0151, 5.4773
699, 3.0272, 5.2025, 5.4695
700, 3.0000, 5.1106, 5.4232
701, 3.0000, 4.9773, 5.5057
702, 2.9477, 5.2151, 5.6010
703, 3.0000, 5.0691, 5.5185
704, 3.5850, 5.0899, 5.4645
705, 3.2776, 5.0106, 5.3576
706, 2.8464, 5.3232, 5.3988
707, 3.3219, 5.0505, 5.4144
708, 3.0958, 4.9981, 5.6244
709, 3.1699, 5.2025, 5.5057
710, 2.7500, 5.1484, 5.5392
711, 3.0000, 5.1899, 5.6088
712, 3.1219, 5.1773, 5.4090
713, 2.7500, 5.1106, 5.4617
714, 3.3219, 5.2484, 5.4056
715, 3.0000, 4.9155, 5.5185
716, 3.4594, 4.9899, 5.3614
717, 3.2776, 5.1817, 5.3534
718, 3.0000, 5.1106, 5.5598
719, 3.1699, 5.1566, 5.5030
720, 3.0000, 5.1358, 5.2867
721, 3.4594, 5.3232, 5.5932
722, 3.3219, 5.1358, 5.5135
723, 2.9477, 5.1691, 5.5314
724, 3.4594, 5.2025, 5.3782
725, 3.1699, 5.2358, 5.3302
726, 3.0272, 5.1358, 5.4840
727, 3.1219, 5.1358, 5.5236
728, 3.0000, 5.1232, 5.4864
729, 3.0958, 5.0647, 5.5108
730, 3.5850, 5.1566, 5.4374
731, 3.0272, 4.9396, 5.3782
732, 3.4594, 5.1899, 5.5520
733, 3.5850, 5.2899, 5.4388
734, 3.2776, 5.1440, 5.3332
735, 3.2776, 4.9712, 5.4401
736, 3.3219, 5.1691, 5.4516
737, 2.7500, 5.1566, 5.4205
738, 3.1699, 5.2025, 5.4634
739, 3.0958, 5.1647, 5.5135
740, 3.4594, 5.0025, 5.4901
741, 2.9477, 5.0964, 5.3586
742, 3.0000, 5.1566, 5.4952
743, 3.1699, 4.9566, 5.3076
744, 3.4594, 4.8440, 5.4451
745, 3.1699, 5.2232, 5.5598
746, 2.9477, 4.9773, 5.5510
747, 3.0000, 5.0046, 5.4901
748, 3.0000, 5.0773, 5.5341
749, 3.0958, 5.0440, 5.4763
750, 2.9477, 5.0899, 5.4489
751, 3.0000, 5.0232, 5.3745
752, 3.4594, 5.2566, 5.2751
753, 3.1699, 5.0440, 5.5932
754, 3.1699, 5.1773, 5.4901
755, 3.0000, 4.9964, 5.4580
756, 3.4594, 5.0729, 5.4182
757, 3.4594, 5.1106, 5.6088
758, 2.9477, 5.1151, 5.3214
759, 3.4594, 5.3358, 5.4079
760, 3.1219, 5.1216, 5.5158
761, 3.1699, 5.0981, 5.4773
762, 3.0958, 5.1106, 5.5392
763, 3.0000, 5.1232, 5.3732
764, 3.5850, 4.9964, 5.4891
765, 3.2776, 4.9647, 5.5753
766, 3.4594, 5.0981, 5.3961
767, 3.3219, 5.1188, 5.4232
768, 3.4594, 5.0440, 5.3873
769, 3.4594, 5.1358, 5.5019
770, 3.4183, 5.2691, 5.3096
771, 3.1699, 5.1232, 5.4323
772, 3.1219, 4.9647, 5.3898
773, 3.4183, 5.2899, 5.2764
774, 3.1699, 5.1232, 5.5108
775, 3.4594, 4.8947, 5.2981
776, 3.1699, 5.0838, 5.5392
777, 3.5850, 5.1025, 5.4803
778, 3.5850, 5.1484, 5.4901
779, 3.2776, 5.0566, 5.3536
780, 3.0000, 5.1025, 5.3860
781, 3.2516, 4.9631, 5.4205
782, 2.9477, 5.2358, 5.5638
783, 3.1699, 5.2943, 5.5392
784, 2.8454, 5.0297, 5.4607
785, 3.3219, 5.2106, 5.4323
786, 3.2776, 5.0882, 5.5148
787, 2.9477, 4.9566, 5.5108
788, 2.7500, 4.9822, 5.4489
789, 3.5850, 5.2566, 5.5185
790, 2.9477, 4.9314, 5.4929
791, 3.4594, 5.0773, 5.5226
792, 3.2516, 5.1232, 5.5392
793, 3.5850, 4.9270, 5.4272
794, 3.2776, 5.0440, 5.4969
795, 3.4594, 5.1106, 5.4647
796, 3.4594, 5.0090, 5.3498
797, 3.2776, 5.1773, 5.5084
798, 3.4594, 5.1232, 5.4645
799, 3.4183, 5.1025, 5.5175
800, 2.7219, 5.2106, 5.4222
801, 3.0000, 4.9899, 5.5854
802, 2.9477, 4.9757, 5.4272
803, 3.3219, 5.1647, 5.5226
804, 3.1219, 5.1025, 5.3999
805, 3.1219, 5.0691, 5.5057
806, 3.0000, 5.1025, 5.3911
807, 3.5850, 4.9566, 5.4813
808, 3.0000, 4.9981, 5.4773
809, 3.0000, 5.1691, 5.3742
810, 3.4594, 5.0899, 5.5520
811, 3.4183, 5.1691, 5.5469
812, 2.7500, 4.9964, 5.3637
813, 3.2516, 5.2566, 5.3549
814, 3.0000, 5.0647, 5.5381
815, 3.0000, 4.8920, 5.4617
816, 3.3219, 5.2899, 5.4245
817, 3.0000, 5.2106, 5.4695
818, 3.4183, 5.1773, 5.3873
819, 2.7255, 5.0232, 5.4384
820, 3.4594, 5.2232, 5.4800
821, 2.9477, 5.1106, 5.5909
822, 3.1219, 5.0106, 5.3498
823, 3.0000, 5.1817, 5.5547
824, 3.5850, 5.1440, 5.4418
825, 3.2516, 5.0423, 5.4675
826, 3.4183, 4.8549, 5.5019
827, 2.9477, 5.2232, 5.3900
828, 3.4594, 5.1899, 5.5665
829, 3.5850, 5.0358, 5.4891
830, 3.1699, 5.1899, 5.5753
831, 3.2776, 5.2358, 5.4567
832, 3.1699, 4.9631, 5.5108
833, 3.4594, 5.3025, 5.5185
834, 3.5850, 5.0314, 5.4952
835, 3.2776, 5.0106, 5.3572
836, 3.2776, 4.9232, 5.2941
837, 3.0000, 4.8855, 5.4502
838, 3.4594, 5.2358, 5.5960
839, 3.3219, 5.1566, 5.6216
840, 2.9477, 5.1981, 5.3870
841, 3.3219, 5.1440, 5.5286
842, 3.2516, 5.2151, 5.3008
843, 3.3219, 5.2484, 5.3691
844, 3.1219, 5.3151, 5.5175
845, 3.1219, 4.7712, 5.2737
846, 3.5850, 5.1691, 5.4823
847, 3.0000, 5.1232, 5.5882
848, 3.1219, 5.1691, 5.4411
849, 3.4594, 4.9838, 5.5097
850, 3.3219, 5.2484, 5.4539
851, 3.0000, 5.0899, 5.3961
852, 3.3219, 5.1943, 5.2581
853, 3.4594, 5.1899, 5.3870
854, 3.1699, 4.9773, 5.4117
855, 3.0000, 5.1757, 5.4066
856, 3.3219, 5.1773, 5.3471
857, 3.5850, 5.1757, 5.4901
858, 3.0000, 5.0314, 5.4803
859, 3.5850, 5.1817, 5.5520
860, 3.5850, 5.1106, 5.1902
861, 3.4594, 5.1025, 5.4039
862, 3.2516, 5.1566, 5.5341
863, 2.9477, 5.2899, 5.5341
864, 3.4594, 5.1232, 5.4411
865, 2.9477, 5.1423, 5.4695
866, 2.4056, 5.2691, 5.2880
867, 3.1699, 5.0106, 5.5960
868, 3.3219, 4.9566, 5.3898
869, 3.0000, 5.2151, 5.5084
870, 2.9219, 5.0505, 5.5030
871, 3.4183, 5.2817, 5.5263
872, 3.3219, 5.1899, 5.4397
873, 3.1887, 5.1773, 5.4479
874, 2.7500, 4.9522, 5.5213
875, 3.1699, 5.1090, 5.4195
876, 3.3219, 4.9964, 5.4746
877, 3.3219, 5.0314, 5.4066
878, 2.8454, 5.1232, 5.4773
879, 2.8464, 5.0691, 5.3793
880, 3.1219, 5.0440, 5.3420
881, 3.2776, 5.0440, 5.4077
882, 3.0000, 4.8232, 5.4695
883, 2.7500, 5.0484, 5.3330
884, 2.9477, 5.0566, 5.4722
885, 3.0000, 5.2151, 5.4617
886, 3.5850, 5.0440, 5.4901
887, 3.2516, 4.8981, 5.3458
888, 3.4594, 5.0773, 5.3782
889, 2.9477, 5.3025, 5.3988
890, 3.0000, 5.0647, 5.5108
891, 3.0000, 5.0838, 5.4066
892, 3.2516, 5.1090, 5.5648
893, 3.2776, 5.1484, 5.5175
894, 3.0000, 5.1817, 5.3471
895, 3.4594, 5.2151, 5.4672
896, 3.5850, 5.5610, 5.3096
897, 3.5850, 5.0838, 5.4617
898, 3.0000, 5.0647, 5.5587
899, 3.1699, 5.0025, 5.2787
900, 2.5000, 5.1358, 5.4874
901, 3.4183, 4.9188, 5.4489
902, 3.2776, 5.1358, 5.5097
903, 3.2516, 5.1232, 5.3961
904, 3.0000, 5.2440, 5.3509
905, 3.2776, 5.2232, 5.5226
906, 3.5850, 4.9062, 5.4479
907, 3.1699, 4.9773, 5.6088
908, 3.2776, 5.0899, 5.3627
909, 3.4594, 5.1106, 5.4800
910, 3.5850, 5.0566, 5.5364
911, 3.0000, 5.1773, 5.4979
912, 2.9477, 5.0358, 5.3856
913, 3.3219, 5.0647, 5.3948
914, 3.0000, 4.8838, 5.4438
915, 2.9477, 5.1440, 5.4891
916, 3.1699, 4.7777, 5.5185
917, 3.1219, 5.1232, 5.4255
918, 3.3219, 5.1106, 5.4763
919, 3.1699, 4.9647, 5.4617
920, 2.7500, 5.1025, 5.5070
921, 3.5850, 5.3025, 5.1626
922, 3.4594, 5.1647, 5.5983
923, 3.0000, 4.9314, 5.4195
924, 3.1699, 5.0566, 5.3911
925, 3.0000, 5.0647, 5.5135
926, 3.4183, 5.1943, 5.4773
927, 3.0000, 5.2899, 5.4127
928, 3.3219, 5.2151, 5.5135
929, 3.4594, 5.1025, 5.3948
930, 3.1699, 5.2276, 5.4763
931, 3.1219, 5.0647, 5.4952
932, 3.4594, 5.2484, 5.5537
933, 3.4594, 5.0691, 5.3448
934, 3.0000, 5.0314, 5.4695
935, 3.4183, 5.0647, 5.2754
936, 3.3219, 5.2232, 5.4401
937, 3.4594, 5.0757, 5.3526
938, 2.9477, 5.0899, 5.3921
939, 3.2776, 5.0484, 5.3898
940, 2.9477, 5.1631, 5.4195
941, 3.1699, 4.9899, 5.5587
942, 2.9477, 5.0964, 5.5158
943, 2.9477, 5.0232, 5.4803
944, 3.0958, 5.2691, 5.4411
945, 2.7500, 5.2899, 5.5753
946, 3.4183, 5.0773, 5.5726
947, 3.4594, 4.9423, 5.4979
948, 3.1699, 5.1440, 5.6706
949, 3.4183, 5.0981, 5.5047
950, 3.3219, 5.0981, 5.4567
951, 3.4183, 5.1505, 5.2977
952, 3.5850, 5.0106, 5.4489
953, 3.1699, 5.0172, 5.4594
954, 3.0958, 5.1232, 5.5716
955, 3.4594, 5.0566, 5.4773
956, 3.4594, 4.9773, 5.4773
957, 3.4183, 5.2025, 5.5469
958, 3.4183, 5.0290, 5.5341
959, 3.4183, 5.1025, 5.3420
960, 3.1699, 4.9899, 5.6078
961, 3.4594, 5.0232, 5.3988
962, 3.4594, 4.9647, 5.4695
963, 3.4183, 5.1025, 5.4049
964, 3.0000, 5.0090, 5.6138
965, 2.7500, 5.0647, 5.4100
966, 3.0000, 5.1106, 5.5432
967, 3.4183, 5.1314, 5.4546
968, 3.1699, 5.1106, 5.3478
969, 3.4183, 4.9477, 5.3856
970, 3.1219, 5.1358, 5.5019
971, 3.5850, 5.1232, 5.5185
972, 3.4594, 5.2691, 5.3509
973, 2.7500, 5.0440, 5.3627
974, 3.0000, 4.7314, 5.3911
975, 3.0000, 5.1440, 5.5263
976, 3.3219, 5.1232, 5.6784
977, 3.1699, 5.0981, 5.5185
978, 3.0000, 4.9822, 5.4374
979, 2.9477, 5.2691, 5.5019
980, 2.9477, 5.0773, 5.3793
981, 2.9477, 5.1188, 5.5009
982, 2.5000, 5.1899, 5.4891
983, 3.0000, 5.1090, 5.4182
984, 3.1699, 5.1899, 5.5854
985, 3.4183, 4.9440, 5.4813
986, 3.2776, 5.2151, 5.3566
987, 3.1219, 5.0232, 5.3745
988, 3.3219, 5.1981, 5.4722
989, 3.5850, 4.9773, 5.3948
990, 3.3219, 5.1440, 5.4401
991, 3.5850, 5.1232, 5.5087
992, 3.2776, 5.2151, 5.5547
993, 3.2776, 5.0440, 5.4272
994, 3.4594, 4.9899, 5.3938
995, 2.7500, 5.1691, 5.5148
996, 3.4594, 5.2232, 5.4222
997, 3.2776, 5.1773, 5.4695
998, 3.1699, 5.0440, 5.4205
999, 3.4594, 4.9314, 5.3721
1000, 2.7500, 5.0981, 5.5648
1001, 3.3219, 5.0757, 5.3549
1002, 3.4594, 5.0855, 5.3113
1003, 3.4183, 5.1106, 5.4391
1004, 2.9477, 5.0691, 5.4361
1005, 3.1219, 5.1899, 5.4647
1006, 3.4594, 4.9899, 5.4401
1007, 3.3219, 5.2899, 5.3782
1008, 2.7255, 5.0172, 5.4763
1009, 3.1699, 5.2773, 5.4809
1010, 3.1699, 4.9855, 5.4668
1011, 3.2776, 5.1981, 5.4205
1012, 3.2776, 5.2817, 5.4969
1013, 3.1699, 5.1358, 5.4891
1014, 3.0000, 5.0440, 5.6244
1015, 2.9477, 5.2232, 5.6088
1016, 3.0000, 5.1757, 5.4167
1017, 3.0000, 5.1025, 5.4255
1018, 3.2776, 4.8773, 5.3614
1019, 3.3219, 5.2691, 5.3242
1020, 3.3219, 5.0773, 5.4104
1021, 3.1699, 4.9838, 5.5341
1022, 3.4594, 5.0440, 5.5213
1023, 3.3219, 5.0964, 5.3769
1024, 3.5850, 5.0232, 5.5497
1025, 3.0000, 5.1025, 5.3627
1026, 3.4594, 5.1610, 5.4127
1027, 3.0000, 5.0090, 5.6010
1028, 3.4183, 5.0440, 5.4803
1029, 3.2776, 5.2025, 5.4323
1030, 3.5850, 5.0773, 5.5124
1031, 3.0000, 4.9614, 5.4735
1032, 3.4183, 5.0899, 5.3458
1033, 3.5850, 4.9899, 5.3458
1034, 3.2776, 4.8855, 5.4451
1035, 3.4594, 5.1106, 5.4154
1036, 3.4594, 5.0358, 5.5185
1037, 3.5850, 5.1899, 5.3820
1038, 3.4183, 5.0505, 5.3397
1039, 2.7255, 5.2025, 5.4361
1040, 3.5850, 4.8729, 5.3860
1041, 3.1219, 5.1151, 5.5844
1042, 3.2516, 5.1773, 5.5716
1043, 3.1699, 5.0899, 5.5794
1044, 3.2776, 4.9981, 5.4695
1045, 3.3219, 5.2647, 5.5097
1046, 3.2776, 5.0981, 5.3677
1047, 3.1699, 5.2025, 5.4066
1048, 3.4183, 5.0566, 5.5108
1049, 3.3219, 5.2025, 5.3694
1050, 3.4183, 5.0882, 5.5392
1051, 3.3219, 5.1106, 5.4361
1052, 2.9477, 5.1025, 5.6138
1053, 3.1699, 5.1440, 5.4823
1054, 3.4594, 4.9757, 5.3644
1055, 2.7500, 5.2817, 5.3664
1056, 3.3219, 5.2899, 5.4979
1057, 3.2776, 5.0691, 5.5030
1058, 3.3219, 5.1522, 5.4374
1059, 3.4594, 5.2691, 5.5057
1060, 3.1699, 4.9964, 5.3086
1061, 3.4594, 4.9396, 5.3539
1062, 3.4183, 5.1691, 5.3898
1063, 3.4594, 5.0566, 5.3850
1064, 3.4183, 5.0566, 5.4580
1065, 2.6416, 5.0729, 5.6010
1066, 3.1699, 4.9981, 5.5108
1067, 2.7500, 5.2025, 5.3576
1068, 3.0000, 5.1773, 5.5625
1069, 3.0000, 4.9314, 5.3194
1070, 3.3219, 5.2106, 5.4222
1071, 2.9477, 5.1899, 5.4851
1072, 3.4183, 5.1106, 5.4529
1073, 2.6416, 5.4817, 5.4462
1074, 3.0000, 5.2566, 5.4272
1075, 3.0000, 5.0358, 5.5442
1076, 3.1699, 5.1440, 5.5263
1077, 3.0958, 5.0440, 5.4411
1078, 3.4594, 5.2440, 5.4645
1079, 3.1699, 5.0297, 5.5185
1080, 3.4183, 4.9297, 5.5175
1081, 3.1699, 5.0566, 5.5932
1082, 3.4183, 5.1106, 5.3330
1083, 3.0000, 5.0566, 5.4901
1084, 3.4183, 5.0549, 5.5821
1085, 3.1219, 5.1691, 5.4077
1086, 3.0000, 5.0396, 5.4969
1087, 3.4594, 5.1943, 5.4996
1088, 2.9477, 5.1151, 5.5030
1089, 2.7500, 4.9817, 5.4942
1090, 3.5850, 5.2090, 5.4016
1091, 3.2776, 5.0757, 5.4462
1092, 3.1699, 4.9566, 5.2987
1093, 2.9477, 5.1566, 5.3951
1094, 3.0000, 5.1899, 5.5547
1095, 3.5850, 5.0358, 5.4296
1096, 3.4183, 4.8396, 5.3254
1097, 2.9477, 5.1314, 5.5030
1098, 2.9477, 5.2106, 5.4134
1099, 3.1699, 5.2025, 5.4567
1100, 2.7500, 5.2358, 5.4283
1101, 3.2776, 5.3358, 5.4384
1102, 2.9477, 5.0297, 5.5108
1103, 3.3219, 4.9488, 5.5009
1104, 3.5850, 5.0566, 5.4979
1105, 3.4594, 5.1188, 5.4567
1106, 3.5850, 4.9396, 5.5185
1107, 3.3219, 5.0505, 5.5137
1108, 3.0000, 4.9566, 5.4607
1109, 3.4594, 5.0423, 5.3440
1110, 3.0000, 5.3276, 5.3559
1111, 3.4594, 5.1232, 5.4245
1112, 3.5850, 5.0899, 5.4127
1113, 3.4594, 4.8729, 5.4979
1114, 3.1219, 5.2232, 5.3691
1115, 3.4594, 5.0773, 5.4026
1116, 3.3219, 5.0899, 5.4952
1117, 3.5850, 4.9899, 5.4182
1118, 3.4183, 5.1106, 5.3461
1119, 3.3219, 5.0773, 5.5303
1120, 2.7500, 4.8947, 5.2661
1121, 3.4594, 5.2691, 5.4361
1122, 3.3219, 5.0297, 5.3971
1123, 3.1699, 5.0773, 5.3254
1124, 3.2776, 5.0899, 5.3566
1125, 3.5850, 5.0899, 5.4222
1126, 3.3219, 5.1440, 5.3870
1127, 3.2776, 5.3106, 5.5108
1128, 3.5850, 5.1440, 5.3951
1129, 3.5850, 4.9773, 5.4695
1130, 3.2516, 5.1025, 5.4350
1131, 3.2776, 5.1106, 5.4864
1132, 3.4594, 5.1773, 5.4489
1133, 3.5850, 5.2440, 5.4685
1134, 3.0000, 5.2151, 5.4851
1135, 3.1699, 5.0566, 5.4607
1136, 2.7500, 5.1484, 5.4556
1137, 3.1699, 5.1232, 5.4245
1138, 2.7500, 5.0981, 5.4529
1139, 3.5850, 5.1314, 5.5520
1140, 3.1699, 4.9461, 5.3677
1141, 3.2776, 5.0773, 5.4695
1142, 3.1219, 5.0297, 5.4823
1143, 3.3219, 4.8981, 5.4053
1144, 2.6416, 5.0691, 5.4232
1145, 3.4183, 4.9297, 5.4107
1146, 3.4183, 5.0566, 5.3742
1147, 3.4183, 5.0062, 5.4773
1148, 2.9477, 5.1981, 5.5726
1149, 3.4183, 5.0981, 5.3448
1150, 3.1219, 5.2025, 5.4979
1151, 2.9477, 5.2358, 5.5175
1152, 3.3219, 5.1358, 5.4245
1153, 3.0000, 5.0188, 5.5047
1154, 3.4183, 5.1216, 5.5030
1155, 3.2776, 5.2025, 5.5263
1156, 3.5850, 5.1691, 5.3589
1157, 2.9477, 5.2817, 5.4245
1158, 3.2776, 5.1566, 5.5882
1159, 3.3219, 5.1566, 5.4735
1160, 3.4594, 5.1899, 5.4556
1161, 2.6416, 4.9899, 5.5135
1162, 3.3219, 5.0773, 5.3380
1163, 3.4594, 5.1817, 5.4313
1164, 2.7500, 5.0566, 5.4735
1165, 3.4183, 4.9270, 5.4695
1166, 3.0958, 4.8981, 5.5108
1167, 3.2776, 4.9981, 5.4519
1168, 3.5850, 5.0899, 5.5392
1169, 3.2776, 5.1691, 5.4617
1170, 3.5850, 5.1025, 5.3214
1171, 3.4594, 4.9855, 5.4979
1172, 2.9477, 5.2817, 5.4773
1173, 3.1699, 5.1899, 5.4066
1174, 3.4594, 5.0522, 5.5882
1175, 2.7500, 5.0025, 5.3279
1176, 3.4594, 5.0899, 5.6128
1177, 3.4183, 5.1566, 5.4569
1178, 3.0000, 4.9440, 5.6088
1179, 3.3219, 5.1691, 5.3978
1180, 3.4594, 5.0855, 5.4195
1181, 3.0000, 4.9981, 5.5520
1182, 3.3219, 5.0773, 5.5354
1183, 3.5850, 5.0440, 5.4283
1184, 3.0000, 4.9899, 5.5392
1185, 3.3219, 5.1440, 5.4313
1186, 2.9219, 5.0566, 5.4607
1187, 3.5850, 4.8046, 5.5108
1188, 3.5850, 5.1566, 5.3461
1189, 3.1699, 4.9773, 5.4361
1190, 3.3219, 4.9631, 5.4556
1191, 3.3219, 5.1691, 5.4952
1192, 3.0850, 5.0899, 5.4117
1193, 3.4594, 4.8729, 5.3599
1194, 3.5850, 5.2566, 5.4607
1195, 3.4183, 5.1691, 5.4685
1196, 3.4594, 4.9757, 5.4746
1197, 3.3219, 5.0773, 5.4066
1198, 3.0000, 5.0505, 5.5185
1199, 3.4594, 5.2610, 5.5314
1200, 3.5850, 5.0314, 5.3322
1201, 3.2776, 5.1566, 5.4516
1202, 3.2776, 5.0899, 5.4245
1203, 3.5850, 4.9647, 5.4979
1204, 2.9477, 5.1106, 5.5341
1205, 3.1219, 5.1358, 5.5314
1206, 3.4183, 5.1172, 5.2467
1207, 3.4594, 4.9505, 5.4529
1208, 3.0958, 5.2106, 5.5676
1209, 3.3219, 5.0981, 5.3484
1210, 3.1699, 4.9899, 5.5070
1211, 3.4594, 5.1358, 5.2985
1212, 3.0000, 5.1358, 5.3485
1213, 3.3219, 5.1773, 5.4796
1214, 3.4594, 4.8712, 5.4891
1215, 3.3219, 5.0773, 5.4333
1216, 3.5850, 4.9647, 5.4401
1217, 3.0000, 5.1090, 5.4823
1218, 3.1219, 5.2610, 5.4901
1219, 3.3219, 5.2151, 5.4350
1220, 3.1699, 5.1106, 5.3637
1221, 3.3219, 5.1647, 5.5236
1222, 3.3219, 5.1691, 5.5587
1223, 3.4183, 4.9297, 5.5263
1224, 3.0000, 5.1549, 5.4049
1225, 3.1219, 5.0981, 5.4441
1226, 3.2776, 5.0566, 5.5419
1227, 3.4183, 5.3358, 5.4773
1228, 3.3219, 4.9362, 5.4479
1229, 3.3219, 4.9981, 5.3586
1230, 3.1887, 5.0566, 5.4479
1231, 3.2776, 4.9172, 5.5185
1232, 3.4594, 5.2358, 5.5057
1233, 2.9477, 5.0106, 5.3833
1234, 3.4183, 5.2566, 5.5030
1235, 3.0000, 5.0882, 5.4107
1236, 3.0000, 5.0522, 5.4718
1237, 2.7255, 4.9691, 5.4685
1238, 3.3219, 4.9062, 5.5520
1239, 3.0000, 5.0106, 5.4157
1240, 3.3219, 5.0566, 5.5960
1241, 3.0000, 5.1899, 5.4746
1242, 3.3219, 4.9423, 5.4195
1243, 3.4594, 5.2817, 5.4451
1244, 3.3219, 5.0631, 5.4026
1245, 3.1699, 4.8297, 5.4874
1246, 3.1219, 4.9882, 5.4300
1247, 3.5850, 5.0232, 5.5286
1248, 3.0958, 4.9232, 5.4796
1249, 3.5850, 4.8253, 5.4049
1250, 3.4594, 5.0440, 5.4658
1251, 3.4594, 5.0566, 5.4556
1252, 3.2776, 5.0691, 5.3509
1253, 3.4183, 5.2899, 5.4255
1254, 3.2776, 5.1440, 5.3373
1255, 3.4183, 4.9838, 5.4026
1256, 3.2776, 5.2773, 5.5676
1257, 3.4183, 4.9981, 5.4901
1258, 2.7500, 5.0232, 5.5364
1259, 3.3219, 5.2691, 5.4851
1260, 3.1219, 5.0899, 5.4617
1261, 3.1219, 5.1899, 5.4374
1262, 2.9140, 5.0522, 5.5135
1263, 2.9219, 4.9899, 5.3664
1264, 3.1219, 4.9981, 5.2213
1265, 3.4183, 5.0855, 5.4813
1266, 3.3219, 5.1691, 5.3782
1267, 3.2776, 5.0314, 5.5006
1268, 3.3219, 5.0358, 5.4668
1269, 3.5850, 5.1899, 5.5057
1270, 3.0000, 4.9773, 5.4438
1271, 3.1699, 5.1981, 5.3420
1272, 3.5850, 5.2025, 5.3820
1273, 3.0000, 5.2025, 5.3988
1274, 3.1699, 5.2691, 5.4066
1275, 2.7500, 5.1773, 5.5226
1276, 3.3219, 4.9440, 5.4979
1277, 3.4594, 4.9505, 5.5547
1278, 3.0000, 5.2484, 5.4645
1279, 3.4594, 4.9757, 5.4283
1280, 3.1219, 5.0188, 5.5108
1281, 3.0000, 4.9172, 5.4127
1282, 3.0000, 5.1232, 5.4374
1283, 3.4594, 5.1773, 5.4391
1284, 3.2516, 5.0188, 5.5314
1285, 3.4183, 5.1232, 5.5381
1286, 3.1699, 5.2276, 5.4205
1287, 3.1699, 4.7838, 5.4361
1288, 3.5850, 5.1358, 5.5108
1289, 3.4594, 5.0440, 5.3437
1290, 2.9477, 5.0008, 5.4184
1291, 3.3219, 5.0981, 5.4489
1292, 3.3219, 5.1691, 5.3498
1293, 3.0958, 5.2358, 5.4556
1294, 3.2776, 4.8587, 5.4529
1295, 2.9477, 5.1440, 5.4594
1296, 3.2776, 5.0773, 5.5392
1297, 2.9477, 5.0188, 5.4283
1298, 3.1699, 5.1647, 5.4969
1299, 3.4183, 5.3025, 5.5587
1300, 3.2776, 5.1773, 5.3586
1301, 3.4183, 5.0691, 5.4167
1302, 3.2776, 5.2216, 5.4066
1303, 3.0000, 5.1817, 5.5703
1304, 3.4594, 5.1647, 5.3671
1305, 3.1699, 5.2899, 5.3015
1306, 3.4594, 5.1566, 5.3126
1307, 3.2776, 5.2484, 5.4424
1308, 3.0000, 4.9981, 5.3343
1309, 3.1699, 5.1566, 5.4333
1310, 3.5850, 5.0773, 5.3526
1311, 2.9477, 5.1899, 5.5794
1312, 3.1699, 5.2358, 5.3772
1313, 3.1219, 4.9216, 5.5019
1314, 3.0000, 4.9188, 5.4516
1315, 2.9219, 5.0757, 5.4255
1316, 3.3219, 5.1647, 5.3048
1317, 3.5850, 5.0484, 5.4901
1318, 2.9477, 4.9647, 5.5676
1319, 3.4594, 5.0647, 5.3458
1320, 3.2776, 4.8396, 5.3509
1321, 2.9477, 5.2691, 5.4260
1322, 2.8464, 5.1773, 5.4313
1323, 3.1219, 4.9314, 5.4374
1324, 3.0958, 5.1691, 5.5716
1325, 3.1699, 5.1423, 5.4462
1326, 3.4594, 5.1691, 5.3431
1327, 3.1699, 5.1232, 5.4722
1328, 3.2776, 5.0566, 5.4171
1329, 3.3219, 5.2025, 5.4205
1330, 3.3219, 5.0440, 5.4695
1331, 3.2776, 5.0773, 5.5381
1332, 3.1699, 5.2341, 5.4580
1333, 3.3219, 5.2691, 5.2696
1334, 3.1699, 4.8838, 5.5236
1335, 3.0000, 5.0647, 5.4479
1336, 3.5850, 5.0522, 5.5314
1337, 3.1699, 5.0773, 5.5932
1338, 3.3219, 5.2358, 5.5510
1339, 3.3219, 5.0691, 5.5135
1340, 3.3219, 5.1314, 5.5421
1341, 3.3219, 5.0899, 5.4431
1342, 3.1699, 5.0566, 5.4049
1343, 3.2776, 4.9773, 5.3755
1344, 3.4594, 5.1899, 5.5185
1345, 3.2776, 5.1151, 5.5185
1346, 3.3219, 5.1899, 5.4489
1347, 3.4183, 5.0691, 5.5497
1348, 3.0000, 5.0106, 5.4438
1349, 2.9477, 5.2566, 5.5303
1350, 3.2776, 5.1025, 5.4361
1351, 3.1219, 5.3610, 5.4479
1352, 3.0000, 4.8773, 5.6450
1353, 3.4183, 5.1899, 5.5097
1354, 3.3219, 5.0440, 5.4361
1355, 3.4183, 5.1440, 5.4634
1356, 3.4594, 5.0817, 5.4813
1357, 3.0000, 4.7903, 5.4195
1358, 3.5850, 5.2440, 5.5804
1359, 3.4183, 4.8712, 5.5854
1360, 3.1219, 5.0505, 5.4313
1361, 3.4594, 5.1882, 5.3627
1362, 3.3219, 5.0358, 5.4195
1363, 3.0000, 5.0773, 5.3330
1364, 3.3219, 5.1691, 5.5097
1365, 3.1699, 5.1423, 5.3393
1366, 3.2516, 5.1314, 5.4695
1367, 3.5850, 5.1566, 5.3843
1368, 3.1219, 5.1232, 5.4127
1369, 3.1219, 5.1817, 5.4506
1370, 3.0000, 4.9440, 5.4401
1371, 3.4183, 5.0566, 5.3883
1372, 3.2516, 5.2817, 5.4441
1373, 2.7500, 5.1358, 5.2457
1374, 3.5850, 5.1297, 5.4979
1375, 3.2776, 5.0549, 5.5442
